,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532208,-1.62579960599735,1.0481524637879938,0.935689022855815,-0.9173971911208622,1.0277828016346262,-0.8315387568468366,-1.471237839221272,0.5151837567101277,0.4494978061058639,-1.2428653296897845,-0.1697715417390059,-0.8593278959332394,-0.26310506017285323,1.3611262092671133,-0.6554178052059582,0.8885248839463732,0.09972378231788426,-0.4706070616459876,0.012551823372849427,0.1923657583451306,0.19905456065959096,-0.5028907362905372,0.22833715281574996,-0.35274428851832984,3
1,-4.356073800672285,-0.06828908459610505,2.016173878959255,1.516782559801417,0.41886415008819006,-0.5825346369820364,-1.7148938853698596,0.026680837075249913,0.985277726126576,0.8307246040106027,-1.7235565666115111,1.1714812044903395,0.26557498836326326,0.2764253312481202,0.13361474257891576,-0.15766363626193497,0.5058845381894599,-0.3591341959211334,0.4208030464384972,-0.9290580163248195,-0.49504058408098545,0.3060185486383549,-0.8883671294954489,-0.23723598586238517,-0.71004247084808,3
2,-4.243180593897768,2.5609616211014403,4.363071909949571,-0.18253227544734843,-1.7738799941323442,-0.36287313879929195,-0.4315275679412527,1.3080317997112478,0.44978089644766606,1.9575299671387971,0.1893549597982239,2.2900691037932956,-1.1978075888105,0.13115984063524258,0.7868889415959847,-1.2679364705251328,-0.6246276084927435,0.5046827453753956,0.5591949379479793,0.08161800299329974,-0.25609151794783613,-0.2428722873699217,-0.43472444005323735,-0.356723825073287,0.6469960383195549,4
3,3.013748482440463,0.7259831169811195,2.326672073071529,3.2881827864453688,2.3095736025669322,1.9099851671963723,1.0831191552109944,-0.22678647572420454,-0.1129876876964678,-0.19113155606158042,-0.13919677632127728,-1.4086158340271793,-0.38401990096409916,1.1510026166434375,0.504961504417656,1.5581036815899367,-0.2735009921864421,0.891281459698941,-1.5335828820389574,0.7000661880153677,0.11340176353335443,-0.18643848269770477,-0.5660170999849292,-0.06606873024936172,-0.5000483553247229,3
4,-4.246564872071694,5.966600449714768,-0.24630205734891697,0.7899785226475744,2.0967612555031807,-1.7123393665878304,0.7690247723747422,-0.5169497160801287,0.7885774242556393,1.1256382610100473,-1.6424601310549918,0.14282769628743863,-0.727865043541211,-0.05162604892070638,-1.5095159285817081,0.6522736700912892,0.6141788039500137,-0.29579284753959806,0.9704685562329932,-1.1799837743718666,0.7938592310678637,-0.10704606740134712,-0.2181673737728514,0.45697289805369257,-0.14789420816694676,3
5,-3.3372510087890226,-1.7363754334267993,1.0909281202988184,-0.37378950393032057,-1.4838690322599701,-0.5640975174226147,-1.711832233066879,1.1776294475661826,0.2760563117432827,1.330752466379746,2.013072131648446,1.679298416089899,1.5431334228600522,0.10692917646757363,1.192552059663,0.6094781185388427,0.3229102723097174,-0.06024485108494276,-0.67810697837188,1.1507121027330927,0.32561146833414534,-0.2504169129548612,-0.30822053143153216,0.4110454907506067,-0.09073593361741392,4
6,-0.3428011104722001,4.41665579483953,-1.3269348641361782,1.279935556205986,-0.5828017018310357,-0.08167674561636096,-0.8570998142443035,-0.5981980664046866,0.9379436495837349,0.3112662984278885,-1.1253899957987488,1.3321507355826359,-0.4790621084846425,-0.38933777175660367,-1.7873726922709647,-0.5291513320179531,0.48904061993253456,-0.25843172245375234,0.8835046382509257,-0.7605468075424876,0.6604433014666212,0.09113044461021819,-0.35461009598463783,0.43125950605955,-0.21099707709516646,3
7,-3.284098380596804,3.988751700449773,0.05900996699948941,-0.7409361204629062,-1.7106819493696532,-2.741404144933294,0.5668557439105437,-1.4675847954852814,-0.9256534439597612,-1.0324167444944885,1.5705815935034235,0.650442967344849,0.804897141454474,-0.19115177459430896,0.49113856634859016,-0.109866457008278,-0.9949815396623721,1.6421098015832631,-0.2479516117166179,-0.6344971087062774,0.1382103449320549,0.2604225946246087,0.23486080363242673,-1.1087886991645268,0.36236775703526486,3
8,-3.1340831093564834,6.2858275288762275,0.415120116891169,-0.8524232283818362,-0.20543842608341228,-1.3144941459083865,1.8319538591093651,1.5641070963637844,-1.6649931352491945,0.5661516853549514,-0.6283400417718606,0.4996170242136014,-0.06452968886229647,0.43537034986827605,1.1202511536948372,-0.8775412595263204,-0.21157466017577323,-1.4588475048671947,0.8073654781438659,1.473104164208518,0.6582076331931193,-0.7957829621579555,0.7759621129459242,-0.15199651985025897,-0.24284074179315365,3
9,-3.2975459958203355,1.7473883679807545,-1.4383459893766843,-1.179455228646655,1.1492139808723147,0.04445594166933922,-2.1195818068936507,-0.5466358888723756,0.21021791947606583,-1.3555310609990405,1.276337612797135,-0.03687842688219232,-0.002898060225316249,-0.008954432479210682,0.4662378466376263,-0.11151834126569425,-1.0419659987512928,-0.6721838274577216,-0.7561794862356673,-0.18942963572980395,0.2659401120608328,0.07939552040479643,0.6698369065117405,-0.4287239680615607,0.4213016990659903,3
